Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Location,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,UniqueSampleName
SRR18231123,AMPLICON,502,17636766,PRJNA812940,SAMN26441967,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9983293,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372639,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV295,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV295,SRP362541,EV295
SRR18231124,AMPLICON,502,25074900,PRJNA812940,SAMN26441966,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13526557,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372638,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV294,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV294,SRP362541,EV294
SRR18231125,AMPLICON,502,22870618,PRJNA812940,SAMN26441965,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12758496,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372637,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV293,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV293,SRP362541,EV293
SRR18231126,AMPLICON,502,21749150,PRJNA812940,SAMN26441964,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11379297,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372636,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV292,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV292,SRP362541,EV292
SRR18231127,AMPLICON,502,24367080,PRJNA812940,SAMN26441963,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12746246,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372635,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV291,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV291,SRP362541,EV291
SRR18231128,AMPLICON,502,30875008,PRJNA812940,SAMN26441962,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16324493,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372634,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV282,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV282,SRP362541,EV282
SRR18231129,AMPLICON,502,17809956,PRJNA812940,SAMN26441961,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9995888,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372633,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV281,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV281,SRP362541,EV281
SRR18231130,AMPLICON,510,46885320,PRJNA812940,SAMN26441925,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29967863,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372632,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV199,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV199,SRP362541,EV199
SRR18231131,AMPLICON,502,18596088,PRJNA812940,SAMN26441960,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10418656,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372631,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV280,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV280,SRP362541,EV280
SRR18231132,AMPLICON,502,23076940,PRJNA812940,SAMN26441959,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12340499,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372630,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV279,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV279,SRP362541,EV279
SRR18231133,AMPLICON,502,21058398,PRJNA812940,SAMN26441958,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11029612,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372629,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV274,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV274,SRP362541,EV274
SRR18231134,AMPLICON,502,19282322,PRJNA812940,SAMN26441957,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10675150,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372628,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV273,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV273,SRP362541,EV273
SRR18231135,AMPLICON,502,20023274,PRJNA812940,SAMN26441956,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10706867,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372627,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV272,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV272,SRP362541,EV272
SRR18231136,AMPLICON,502,29689284,PRJNA812940,SAMN26442076,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16302392,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372626,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-65,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-65,SRP362541,MC271-65
SRR18231137,AMPLICON,502,72042522,PRJNA812940,SAMN26442075,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",41060537,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372625,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-64,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-64,SRP362541,MC271-64
SRR18231138,AMPLICON,502,49014778,PRJNA812940,SAMN26442074,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",27886304,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372624,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-63,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-63,SRP362541,MC271-63
SRR18231139,AMPLICON,502,53455972,PRJNA812940,SAMN26442073,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30414245,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372623,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-62,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-62,SRP362541,MC271-62
SRR18231140,AMPLICON,502,59916712,PRJNA812940,SAMN26442072,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",32779846,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372622,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-57,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-57,SRP362541,MC271-57
SRR18231141,AMPLICON,502,21048358,PRJNA812940,SAMN26442071,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11715379,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372621,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-53,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-53,SRP362541,MC271-53
SRR18231142,AMPLICON,510,19980780,PRJNA812940,SAMN26441936,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12946020,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372620,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV214,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV214,SRP362541,EV214
SRR18231143,AMPLICON,502,32415144,PRJNA812940,SAMN26442070,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17679956,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372619,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-52,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-52,SRP362541,MC271-52
SRR18231144,AMPLICON,502,60278152,PRJNA812940,SAMN26442069,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33136733,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372618,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run263-MC-263-R2F63,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC-263-R2F63,SRP362541,MC-263-R2F63
SRR18231145,AMPLICON,502,43764862,PRJNA812940,SAMN26442068,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24273364,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372617,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run263-MC-263-R2F62,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC-263-R2F62,SRP362541,MC-263-R2F62
SRR18231146,AMPLICON,502,65710294,PRJNA812940,SAMN26442067,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",36481380,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372616,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run263-MC-263-R2F56,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC-263-R2F56,SRP362541,MC-263-R2F56
SRR18231147,AMPLICON,502,40753364,PRJNA812940,SAMN26442066,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22235784,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372615,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run263-MC-263-R2F53,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC-263-R2F53,SRP362541,MC-263-R2F53
SRR18231148,AMPLICON,502,1890532,PRJNA812940,SAMN26442065,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1115811,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372614,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run263-MC-263-R2F50,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC-263-R2F50,SRP362541,MC-263-R2F50
SRR18231149,AMPLICON,502,17371710,PRJNA812940,SAMN26442064,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9379064,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372613,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run263-MC-263-R2F49,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC-263-R2F49,SRP362541,MC-263-R2F49
SRR18231150,AMPLICON,502,44805006,PRJNA812940,SAMN26442063,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24146391,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372612,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV502,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV502,SRP362541,EV502
SRR18231151,AMPLICON,502,23175834,PRJNA812940,SAMN26442062,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13184081,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372611,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV501,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV501,SRP362541,EV501
SRR18231152,AMPLICON,502,47399844,PRJNA812940,SAMN26442061,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25934425,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372610,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV500,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV500,SRP362541,EV500
SRR18231153,AMPLICON,510,38543250,PRJNA812940,SAMN26441935,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25098849,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372609,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV213,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV213,SRP362541,EV213
SRR18231154,AMPLICON,502,49041886,PRJNA812940,SAMN26442060,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",26718958,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372608,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV499,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV499,SRP362541,EV499
SRR18231155,AMPLICON,502,60175242,PRJNA812940,SAMN26442059,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",31445990,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372607,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV498,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV498,SRP362541,EV498
SRR18231156,AMPLICON,502,48909860,PRJNA812940,SAMN26442058,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",27218278,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372606,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV497,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV497,SRP362541,EV497
SRR18231157,AMPLICON,502,33146056,PRJNA812940,SAMN26442057,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19292575,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372605,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV496,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV496,SRP362541,EV496
SRR18231158,AMPLICON,502,49230136,PRJNA812940,SAMN26442056,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28266475,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372604,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV495,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV495,SRP362541,EV495
SRR18231159,AMPLICON,502,26508110,PRJNA812940,SAMN26442055,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14128433,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372603,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV494,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV494,SRP362541,EV494
SRR18231160,AMPLICON,502,58030698,PRJNA812940,SAMN26442054,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",32840431,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372602,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV493,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV493,SRP362541,EV493
SRR18231161,AMPLICON,502,14879280,PRJNA812940,SAMN26442053,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8856038,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372601,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV492,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV492,SRP362541,EV492
SRR18231162,AMPLICON,502,21071450,PRJNA812940,SAMN26442052,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12701326,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372600,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV491,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV491,SRP362541,EV491
SRR18231163,AMPLICON,502,7101794,PRJNA812940,SAMN26442051,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",3932633,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372599,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV490,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV490,SRP362541,EV490
SRR18231164,AMPLICON,510,27354360,PRJNA812940,SAMN26441934,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17805871,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372598,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV212,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV212,SRP362541,EV212
