ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	SRR21922134	SRR21922135	SRR21922136	SRR21922137	SRR21922138	SRR21922139	SRR21922140	SRR21922141	SRR21922142	SRR21922143	SRR21922144	SRR21922145	SRR21922146	SRR21922147	SRR21922148	SRR21922149	SRR21922150	SRR21922151	SRR21922152	SRR21922153	SRR21922154	SRR21922155	SRR21922156	SRR21922157	SRR21922158	SRR21922159	SRR21922160	SRR21922161	SRR21922162	SRR21922163	SRR21922164	SRR21922165	SRR21922166	SRR21922167	SRR21922168	SRR21922169	SRR21922170	SRR21922171	SRR21922172	SRR21922173	SRR21922174	SRR21922175	SRR21922176	SRR21922177	SRR21922178	SRR21922179	SRR21922180	SRR21922181	SRR21922182	SRR21922183	SRR21922184	SRR21922185	SRR21922186	SRR21922187	SRR21922188	SRR21922189	SRR21922190	SRR21922191	SRR21922192	SRR21922193
ASV3088	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	95	30	15	0	0	53	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3089	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	NA	7	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	14	25	11	0	0	0	0	2	0	5	0	11	0	21	0	0	0	5	0	6	0	0	10	0	0	0	5	21	0	0	0	0	0	0	2	0	0	10	0	3	0	0	0	43
ASV309	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	NA	0	0	0	0	14	8	0	0	13	17	0	20	0	0	28	0	46	0	0	0	0	19	0	0	56	235	0	0	95	0	0	0	0	0	0	0	0	0	133	13	0	0	390	0	311	0	0	30	41	75	0	19	102	28	0	27	19	0	44	0
ASV3090	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	58	0	0	0	0	0	0	0	0	40
ASV3091	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA	0	0	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0
ASV3092	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	35	0
ASV3093	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	NA	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	19	25	8	4	0	0	0	2	0	0	0	7	0	14	0	0	0	0	0	10	0	0	14	0	6	0	2	0	0	7	0	0	0	0	14	0	0	8	7	2	0	0	0	46
ASV3094	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	0	0	0	0	0	0	0	0	14	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	32	13	0	0	0	0	0	0	0	0	0	0	0	32	0	31	0
ASV3095	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	67	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	32	0	0	0	0	12	0	0	0	0
ASV3096	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3097	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	22	0	96	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3098	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA	39	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	34
ASV3099	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003	NA	17	24	24	0	0	0	0	17	15	0	0	0	0	0	0	0	21	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	19	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV31	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA	20	40	22	14	149	143	0	54	43	186	0	89	11	42	0	0	0	149	42	93	98	55	8	13	32	86	160	288	22	42	35	27	0	53	40	36	0	69	0	33	13	41	79	24	0	205	64	300	60	41	87	136	93	34	19	35	98	0	0	0
ASV310	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	0	42	28	0	0	0	0	0	0	100	0	183	0	0	0	0	118	65	14	60	18	19	35	0	44	136	36	95	26	0	126	0	132	0	29	74	0	58	0	0	0	0	12	63	0	0	50	0	0	0	115	66	0	0	0	0	38	0	0	0
ASV3100	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA	12	0	14	0	0	8	0	0	0	0	0	14	0	0	0	0	0	12	9	14	0	0	0	0	0	16	0	5	0	0	16	0	18	0	0	0	0	0	0	19	0	0	29	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3101	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA	0	13	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	42	0	0	0	0	0	0	0	0	0	35	13	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	28	0	0	0	0
ASV3102	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3103	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA	0	0	24	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0
ASV3104	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	0	0	10	0	0	0	0	0	0	14	0	0	0	11	0	0	76	15	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	8	27	0	0	0	0	0	0
ASV3105	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	NA	0	0	0	0	43	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3106	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
ASV3107	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	0	0	0	0	0	0	85	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3108	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	0	0	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3109	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	0	0	0	0	24	10	40	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	32	0	12	0	0	0	0	0	0
ASV311	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	41	8	0	0	18	0	0	0	0	139	0	0	18	19	0	0	0	0	153	33	5	0	0	0	5	0	6	42	0	25	32	0	0	0	0	0	449	96	0	18	23	4	0	20	0	0	13	20	0	19	88	62	224	0	142	3	52	0	0	0
ASV3110	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	NA	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	11	0	0	0	0	0	0	22	0	33	0	0	0	0	22	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	36	0	0	0	0	0
ASV3111	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	28	0	0	0	42	0	63	0	0	0	0	0	0	0	0	50	0	0	0	0	0
ASV3112	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Allisonella	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	139	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	46
ASV3113	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	37	115	0	0	0	0	0
ASV3114	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0
ASV3115	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	28	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0
ASV3116	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	NA	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	15	32	0	0	0	0	54	0
ASV3117	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	NA	7	4	6	5	0	0	0	16	9	3	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	2	0	0	9	0	0	0	25	0	0	0	0	10	8	0	24	0	0	18	0	14	0	0	10	0	0	0	10	11	0	0	0	0
ASV3118	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	NA	0	20	0	0	0	0	0	0	0	27	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3119	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	NA	0	17	0	0	0	0	0	0	0	39	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV312	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	0	36	55	0	0	0	0	0	0	96	0	200	0	0	0	0	117	61	19	43	20	22	41	0	36	131	23	103	22	0	121	0	132	0	40	0	0	47	0	0	0	0	32	52	0	0	56	0	0	0	133	74	0	0	0	0	51	0	14	0
ASV3120	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA	0	15	7	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	22	0	0	0	0
ASV3121	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	28	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	12	0	0	48	0	0	5	41	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV3122	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	NA	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
ASV3123	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	23	0	0	0	0	31	0	0	0	0	6	34	0	0	0	6	0	9	0	44	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV3124	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	0	0	0	13	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3125	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA	0	0	0	0	0	0	0	30	32	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3126	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	10	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
ASV3127	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	2	0
ASV3128	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3129	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV313	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	18	0	37	0	0	0	0	0	17	0	0	160	52	7	0	212	0	64	20	0	63	95	0	0	0	42	57	0	0	0	0	351	0	0	0	0	0	0	0	66	0	0	33	0	0	0	73	0	0	0	0	12	0	0	0	68	0	0	0	324
ASV3130	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
ASV3131	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA	27	0	0	0	0	0	0	0	0	0	0	16	0	13	0	0	0	0	0	34	0	0	0	0	30	0	0	0	0	0	53	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
ASV3132	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	62	0	37
ASV3133	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	29	0	0	0	0	0	0	0	11	0	0	0	0	0	0	43	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV3134	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA	0	0	0	0	4	0	0	0	0	0	0	28	0	0	0	0	29	0	0	0	0	117	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0
ASV3135	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	NA	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	33	0	91	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3136	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	7	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3137	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	NA	0	0	0	0	0	0	0	30	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	85	0
ASV3138	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0	0	0	0	0	0	0	11	0	118	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	38	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3139	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV314	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	0	0	17	9	108	20	5	0	0	0	2	21	23	0	0	50	52	44	9	0	40	25	0	7	0	101	46	44	10	147	9	0	5	0	0	274	0	7	29	0	8	132	0	7	142	39	0	0	22	4	19	172	0	0	0	0	7	34	52	27
ASV3140	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3141	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3142	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0
ASV3143	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA	22	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	38	15	12	0	33	0	0	0	10	0	0	0	0	44	0	0	0	0	0	0	0
ASV3144	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	23	20	0	0	0	12	0	0	0	4	19	17	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	22	0	0	22	0	0	6	22	0	0	0	0	0	0	0
ASV3145	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	NA	0	0	0	0	5	0	0	0	0	0	0	5	0	0	19	0	0	0	0	0	0	0	0	0	22	0	0	0	18	0	0	0	0	13	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0
ASV3146	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	NA	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	28	0	20	0	0	0	0	0	0	0	8	0	0	0	0	0	12	0	0	0	12	0	0	0	11	20	11	15	0	0	0	0	0
ASV3147	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	NA	0	0	0	0	0	0	0	17	4	0	0	0	0	0	0	0	0	0	0	13	5	8	0	5	0	19	5	14	0	16	0	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	23	0	0	5	10	0	0	0	9	0	0	0	35
ASV3148	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA	0	0	0	0	0	0	0	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	53	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	27	0	61	0
ASV3149	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	17	0	0	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	59	0	27	0	0
ASV315	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA	20	8	23	183	0	0	0	66	34	0	0	0	0	67	0	0	0	131	0	12	0	0	18	24	0	117	0	0	0	0	23	0	0	194	86	0	0	0	0	161	0	2	0	68	0	0	0	92	122	20	0	0	0	156	0	11	0	0	120	0
ASV3150	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3151	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	75	16	0	0	0	0	0	0	0	81	0	0
ASV3152	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	26	0	0	0	0	0	0	0	15	0	0	0	8	8	0	11	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	8	0	45	0	0	0	0	0	0	0	0	6	25	15	0	0	0	0	12	13	0	0	0	0	0
ASV3153	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA	0	0	0	0	15	0	0	8	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	24	13	0	0	0	0	0	0	8	0	14	0	11	26	8	18	0	14	0	0	11	0	8
ASV3154	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	10	73	0	0	0	0	0	0	18	0	0	0	67	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
ASV3155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	22	34	0	0	24	0	0	0
