Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_age,Host,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Microbial_fraction,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample_index,Sample Name,SRA Study
SRR11733759,AMPLICON,502,10853742,PRJNA631001,SAMN14851277,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6709950,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292747,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_31_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,291,sample_31_2,SRP260653
SRR11733760,AMPLICON,502,5848300,PRJNA631001,SAMN14851016,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3705817,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292746,Sweden,Europe,Sweden,1,Homo sapiens,Illumina MiSeq,sample_10_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,30,sample_10_1_IgA_neg,SRP260653
SRR11733761,AMPLICON,502,13608216,PRJNA631001,SAMN14851276,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8453716,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292745,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_30_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,290,sample_30_2_IgA_neg,SRP260653
SRR11733762,AMPLICON,502,9973234,PRJNA631001,SAMN14851275,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6157933,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292744,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_30_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,289,sample_30_2_IgA_pos,SRP260653
SRR11733763,AMPLICON,502,11474716,PRJNA631001,SAMN14851274,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7079396,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292743,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_30_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,288,sample_30_2,SRP260653
SRR11733764,AMPLICON,502,11235262,PRJNA631001,SAMN14851273,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7095825,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292742,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_29_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,287,sample_29_2_IgA_neg,SRP260653
SRR11733765,AMPLICON,502,9065618,PRJNA631001,SAMN14851272,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5494693,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292741,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_29_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,286,sample_29_2_IgA_pos,SRP260653
SRR11733766,AMPLICON,502,9131380,PRJNA631001,SAMN14851271,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5630932,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292740,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_29_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,285,sample_29_2,SRP260653
SRR11733767,AMPLICON,502,13502796,PRJNA631001,SAMN14851270,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8253554,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292739,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_28_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,284,sample_28_2_IgA_neg,SRP260653
SRR11733768,AMPLICON,502,8076678,PRJNA631001,SAMN14851269,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4933680,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292738,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_28_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,283,sample_28_2_IgA_pos,SRP260653
SRR11733769,AMPLICON,502,8908994,PRJNA631001,SAMN14851268,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5401763,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292737,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_28_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,282,sample_28_2,SRP260653
SRR11733770,AMPLICON,502,11757342,PRJNA631001,SAMN14851267,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7426562,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292736,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_27_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,281,sample_27_2_IgA_neg,SRP260653
SRR11733771,AMPLICON,502,18306936,PRJNA631001,SAMN14851015,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10771165,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292735,Sweden,Europe,Sweden,1,Homo sapiens,Illumina MiSeq,sample_10_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,29,sample_10_1_IgA_pos,SRP260653
SRR11733772,AMPLICON,502,7109826,PRJNA631001,SAMN14851266,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4358542,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292734,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_27_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,280,sample_27_2_IgA_pos,SRP260653
SRR11733773,AMPLICON,502,9351758,PRJNA631001,SAMN14851265,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5818873,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292733,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_27_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,279,sample_27_2,SRP260653
SRR11733774,AMPLICON,502,5618384,PRJNA631001,SAMN14851264,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3609067,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292732,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_26_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,278,sample_26_2_IgA_neg,SRP260653
SRR11733775,AMPLICON,502,7969752,PRJNA631001,SAMN14851263,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5012463,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292731,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_26_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,277,sample_26_2_IgA_pos,SRP260653
SRR11733776,AMPLICON,502,13616750,PRJNA631001,SAMN14851262,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8453474,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292730,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_26_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,276,sample_26_2,SRP260653
SRR11733777,AMPLICON,502,11898906,PRJNA631001,SAMN14851000,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7032535,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292729,Sweden,Europe,Sweden,1,Homo sapiens,Illumina MiSeq,sample_5_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:27:00Z,1,14,sample_5_1_IgA_pos,SRP260653
SRR11733778,AMPLICON,502,8921042,PRJNA631001,SAMN14851116,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5718249,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292728,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_44_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,130,sample_44_1,SRP260653
SRR11733779,AMPLICON,502,13706608,PRJNA631001,SAMN14851115,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8838829,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292727,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_43_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:27:00Z,1,129,sample_43_1_IgA_neg,SRP260653
SRR11733780,AMPLICON,502,9724242,PRJNA631001,SAMN14851114,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6171298,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292726,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_43_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,128,sample_43_1_IgA_pos,SRP260653
SRR11733781,AMPLICON,502,9401958,PRJNA631001,SAMN14851113,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6055988,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292725,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_43_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,127,sample_43_1,SRP260653
SRR11733782,AMPLICON,502,5696696,PRJNA631001,SAMN14851112,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3637406,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292724,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_42_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,126,sample_42_1_IgA_neg,SRP260653
SRR11733783,AMPLICON,502,10499832,PRJNA631001,SAMN14851111,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6561589,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292723,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_42_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,125,sample_42_1_IgA_pos,SRP260653
SRR11733784,AMPLICON,502,11388372,PRJNA631001,SAMN14851110,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7230535,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292722,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_42_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,124,sample_42_1,SRP260653
SRR11733785,AMPLICON,502,13356212,PRJNA631001,SAMN14851109,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8592745,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292721,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_41_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,123,sample_41_1_IgA_neg,SRP260653
SRR11733786,AMPLICON,502,11680536,PRJNA631001,SAMN14851108,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7188287,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292720,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_41_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,122,sample_41_1_IgA_pos,SRP260653
SRR11733787,AMPLICON,502,10916492,PRJNA631001,SAMN14851107,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7032050,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292719,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_41_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,121,sample_41_1,SRP260653
SRR11733788,AMPLICON,502,13614240,PRJNA631001,SAMN14850999,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8460295,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292718,Sweden,Europe,Sweden,1,Homo sapiens,Illumina MiSeq,sample_5_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,13,sample_5_1,SRP260653
SRR11733789,AMPLICON,502,13007824,PRJNA631001,SAMN14851106,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8164909,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292717,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_40_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,120,sample_40_1_IgA_neg,SRP260653
SRR11733790,AMPLICON,502,9531474,PRJNA631001,SAMN14851105,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6095817,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292716,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_40_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,119,sample_40_1_IgA_pos,SRP260653
SRR11733791,AMPLICON,502,13243262,PRJNA631001,SAMN14851104,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8359778,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292715,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_40_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,118,sample_40_1,SRP260653
SRR11733792,AMPLICON,502,11749310,PRJNA631001,SAMN14851103,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7524661,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292714,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_39_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,117,sample_39_1_IgA_neg,SRP260653
SRR11733793,AMPLICON,502,8854778,PRJNA631001,SAMN14851102,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5538259,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292713,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_39_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,116,sample_39_1_IgA_pos,SRP260653
SRR11733794,AMPLICON,502,12631324,PRJNA631001,SAMN14851101,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7987387,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292712,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_39_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,115,sample_39_1,SRP260653
SRR11733795,AMPLICON,502,9978756,PRJNA631001,SAMN14851100,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6316091,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292711,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_38_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,114,sample_38_1_IgA_neg,SRP260653
SRR11733796,AMPLICON,502,9971226,PRJNA631001,SAMN14851099,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6346848,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292710,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_38_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,113,sample_38_1_IgA_pos,SRP260653
SRR11733797,AMPLICON,502,13276394,PRJNA631001,SAMN14851098,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8269199,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292709,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_38_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,112,sample_38_1,SRP260653
SRR11733798,AMPLICON,502,11782944,PRJNA631001,SAMN14851097,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7414642,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292708,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_37_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,111,sample_37_1_IgA_neg,SRP260653
SRR11733799,AMPLICON,502,14882794,PRJNA631001,SAMN14850998,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9330823,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292707,Sweden,Europe,Sweden,1,Homo sapiens,Illumina MiSeq,sample_4_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,12,sample_4_1_IgA_neg,SRP260653
